model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
model_id	total_time	NLLH	AIC	AICc	BIC	n_converged	start_time_0	start_time_1	start_time_2	start_time_3	start_time_4	start_time_5	start_time_6	start_time_7	start_time_8	start_time_9
M_00000000000000000000000000000001	0.4927177429199219	180.9267190690798	365.8534381381596	365.901630909244	372.9122963131825	10	0.03909921646118164	0.04214286804199219	0.05237889289855957	0.043968915939331055	0.07241058349609375	0.05893135070800781	0.03266024589538574	0.040065765380859375	0.03430056571960449	0.07675933837890625
M_00000000000000000000000000010000	0.43264055252075195	219.49226688215617	442.98453376431235	443.0327265353967	450.0433919393352	10	0.05135059356689453	0.04457879066467285	0.028896331787109375	0.06585001945495605	0.04149270057678223	0.04930710792541504	0.032575130462646484	0.04441022872924805	0.03365349769592285	0.04052615165710449
M_00000000000010000000000000000000	0.47108030319213867	220.11858640121523	444.23717280243045	444.2853655735148	451.2960309774533	10	0.0625452995300293	0.061650753021240234	0.04335832595825195	0.056321144104003906	0.02423095703125	0.04089522361755371	0.052075862884521484	0.04457259178161621	0.04204916954040527	0.0433809757232666
M_00000001000000000000000000000000	0.4727053642272949	220.5196293526439	445.0392587052878	445.08745147637217	452.09811688031067	10	0.03435039520263672	0.04506039619445801	0.05846595764160156	0.03429913520812988	0.05762743949890137	0.04942631721496582	0.039339542388916016	0.0646524429321289	0.038497209548950195	0.050986528396606445
M_00000000000000000000000000000100	0.37914538383483887	149.59018234463892	303.18036468927784	303.2285574603622	310.2392228643007	10	0.04210352897644043	0.04252266883850098	0.030129194259643555	0.0249631404876709	0.06474471092224121	0.03345322608947754	0.04807114601135254	0.027994155883789062	0.02647876739501953	0.038684844970703125
M_00000100000000000000000000000000	0.502039909362793	166.74051301156737	337.48102602313475	337.5292187942191	344.5398841981576	10	0.053826332092285156	0.03471851348876953	0.04531574249267578	0.07068490982055664	0.05526375770568848	0.04676032066345215	0.051801443099975586	0.0553736686706543	0.04134416580200195	0.0469510555267334
M_00000000000000000001000000000000	0.42295193672180176	229.60524687726826	463.2104937545365	463.2586865256209	470.2693519295594	10	0.037954092025756836	0.049530744552612305	0.04249286651611328	0.047681331634521484	0.06779003143310547	0.027255773544311523	0.04509568214416504	0.03739666938781738	0.031740427017211914	0.03601431846618652
M_00000000000000001000000000000000	0.49406957626342773	159.95272551287684	323.9054510257537	323.95364379683804	330.96430920077654	10	0.04506659507751465	0.043767452239990234	0.04784893989562988	0.05851864814758301	0.040634870529174805	0.04806780815124512	0.04870724678039551	0.08517074584960938	0.029913902282714844	0.04637336730957031
M_00000000000000000100000000000000	0.6295197010040283	225.69958207225835	455.3991641445167	455.44735691560106	462.45802231953957	10	0.04287457466125488	0.07538866996765137	0.06402325630187988	0.09267306327819824	0.035866737365722656	0.0883026123046875	0.07553339004516602	0.05630898475646973	0.057915449142456055	0.04063296318054199
M_00000000000000000000000000100000	0.4949951171875	221.78597300483796	447.5719460096759	447.62013878076027	454.6308041846988	10	0.05127286911010742	0.09834671020507812	0.02565908432006836	0.037535667419433594	0.046730995178222656	0.04782843589782715	0.05469107627868652	0.03482317924499512	0.058556318283081055	0.03955078125
M_00000000010000000000000000000000	0.5242297649383545	214.75789727372612	433.51579454745223	433.5639873185366	440.5746527224751	10	0.0953207015991211	0.05170583724975586	0.046076297760009766	0.05381035804748535	0.03786921501159668	0.05004596710205078	0.04018354415893555	0.03769040107727051	0.06046462059020996	0.051062822341918945
M_00100000000000000000000000000000	0.3841733932495117	227.87421703369813	459.74843406739626	459.7966268384806	466.8072922424191	10	0.028954744338989258	0.02516627311706543	0.0459599494934082	0.028591394424438477	0.032646894454956055	0.04100918769836426	0.06101179122924805	0.04031801223754883	0.03713059425354004	0.043384552001953125
M_00000000000001000000000000000000	0.46275830268859863	226.09053215711182	456.18106431422365	456.229257085308	463.2399224892465	10	0.04488992691040039	0.04924345016479492	0.036324262619018555	0.05673480033874512	0.07111692428588867	0.06646347045898438	0.03464221954345703	0.022875308990478516	0.050890207290649414	0.02957773208618164
M_00000000001000000000000000000000	0.431304931640625	201.8088930010385	407.617786002077	407.6659787731614	414.6766441770999	10	0.021770715713500977	0.05784869194030762	0.026929616928100586	0.030648469924926758	0.054779767990112305	0.05735373497009277	0.04567265510559082	0.04484438896179199	0.031850337982177734	0.05960655212402344
M_10000000000000000000000000000100	1.3490328788757324	146.07783831759457	298.15567663518914	298.25245082873755	308.7439638977234	9	0.10335445404052734	0.09956598281860352	0.0754861831665039	0.07913684844970703	0.20432114601135254	0.11582422256469727	0.10808777809143066	0.09692645072937012	0.19948482513427734	0.2668449878692627
M_00000000000000000000000100000100	1.0203015804290771	148.99603856868143	303.99207713736286	304.08885133091127	314.5803643998971	10	0.09455323219299316	0.07115006446838379	0.08034014701843262	0.19074225425720215	0.07505512237548828	0.08029556274414062	0.08493566513061523	0.1513667106628418	0.11706852912902832	0.07479429244995117
M_00000000100000000000000000000100	0.9246575832366943	149.05588016411787	304.11176032823573	304.20853452178414	314.70004759077	10	0.14744305610656738	0.1326432228088379	0.12737083435058594	0.0894479751586914	0.04930448532104492	0.14281296730041504	0.07288908958435059	0.06444144248962402	0.05584716796875	0.04245734214782715
M_00000000000000000010000000000100	0.6537086963653564	143.26933087556097	292.53866175112194	292.63543594467035	303.1269490136562	10	0.07497286796569824	0.04923868179321289	0.10326981544494629	0.041315317153930664	0.07381868362426758	0.06651735305786133	0.04902505874633789	0.05048656463623047	0.09204387664794922	0.053020477294921875
